"month","year","country","Records","Downloads","Users","cumulative_downloads_by_year","cumulative_records_downloaded_by_year","cumulative_unique_users_by_year"
7,2020,"TZ",998,2,1,48,4006273,11
7,2020,"UA",12844213,11,6,449,52710205,37
7,2020,"UG",24430,43,3,83,809364,5
7,2020,"US",2858295422,2339,433,17704,42653571483,2947
7,2020,"UY",1199085,33,4,124,537255571,15
7,2020,"UZ",306,2,1,27,361667,5
7,2020,"VE",16309103,131,8,637,69385858,31
7,2020,"VN",838350,20,7,179,373977042,45
7,2020,"VU",83,3,1,9,286,1
7,2020,"ZA",89829178,104,39,1363,2480562913,266
7,2020,"ZW",14188,3,2,97,1225337,11
6,2020,"AD",100759,3,2,16,371545,2
6,2020,"AR",304051342,279,50,1350,3530144696,196
6,2020,"AT",25162543,27,10,169,294066651,33
6,2020,"AU",1345229262,204,47,1122,4738239333,277
6,2020,"BA",50710,4,1,9,52622,3
6,2020,"BD",14491,5,2,46,1091456,11
6,2020,"BE",271587147,512,34,1348,662798930,130
6,2020,"BJ",124234768,47,19,636,2954463903,87
6,2020,"BM",257312,2,1,4,257325,2
6,2020,"BN",878172,3,1,4,1960276,2
6,2020,"BO",107269,14,6,126,34245368,34
6,2020,"BR",533002820,1296,218,8757,10977533601,988
6,2020,"BW",4777,6,1,9,107704,3
6,2020,"CA",304826117,750,79,3292,4639985094,319
6,2020,"CH",11110910,56,11,250,1263415639,73
6,2020,"CI",390832,27,1,71,27628690,15
6,2020,"CL",10058197,254,67,941,2910089904,346
6,2020,"CM",612727,2,1,16,791842,7
6,2020,"CN",10445328848,2407,249,10822,22692684953,940
6,2020,"CO",1502187179,1333,233,5803,7640306037,1177
6,2020,"CR",59665726,87,22,336,386982744,109
6,2020,"CU",33,3,1,82,28210295,10
6,2020,"CY",48706,2,1,2,48706,1
6,2020,"CZ",19310462,40,8,257,93008472,37
6,2020,"DE",1413080743,464,74,3083,7972244820,271
6,2020,"DK",487204684,41,13,459,946093625,75
6,2020,"DO",306690,9,4,59,11762316,10
6,2020,"DZ",60,2,2,39,212737,10
6,2020,"EC",685437878,183,54,2174,5746512545,342
6,2020,"EE",76687,8,2,102,3923578721,11
6,2020,"EG",126958,1,1,81,2498920,16
6,2020,"ES",845128602,520,104,5204,8392392683,598
6,2020,"ET",2187169277,14,5,119,4371668777,19
6,2020,"FI",26185207,31,3,96,281938291,22
6,2020,"FJ",269,1,1,8,8020,3
6,2020,"FO",1515,1,1,1,1515,1
6,2020,"FR",351848582,169,68,8318,3621391189,289
6,2020,"GB",8786721313,707,134,5531,15348388320,612
6,2020,"GE",417,2,1,7,52300,4
6,2020,"GG",66619,2,1,3,97989,2
6,2020,"GH",2736060,27,5,77,26873760,9
6,2020,"GR",3443813,8,3,156,32292655,26
6,2020,"GT",8739777,36,14,632,29994633,75
6,2020,"HK",246037812,228,7,844,826942706,26
6,2020,"HN",5325,2,1,37,4912085,23
6,2020,"HR",1315363,23,2,28,1593258,7
6,2020,"HU",3031948,21,5,45,3288185,12
6,2020,"ID",384302,95,27,953,68511338,112
6,2020,"IE",95197109,14,5,114,114179385,19
6,2020,"IL",517024,25,9,87,27108682,25
6,2020,"IN",44898549,466,54,2146,2037661830,308
6,2020,"IR",276075,22,9,221,1312939016,38
6,2020,"IT",415653775,300,34,1431,1204334257,201
6,2020,"JO",1698,2,1,20,126329,4
6,2020,"JP",28849177,112,43,664,2041492098,187
6,2020,"KE",88504,17,8,124,50094970,32
6,2020,"KH",29883,4,2,10,98568,5
6,2020,"KR",533569,107,17,581,108494832,62
6,2020,"KW",7533337,8,2,53,8056804,2
6,2020,"LA",14869,2,1,2,14869,1
6,2020,"LB",7922183,31,2,38,9673570,2
6,2020,"LK",5270,1,1,17,19454330,12
6,2020,"LT",19394,1,1,72,161268502,6
6,2020,"LU",1581,6,2,37,235756,10
6,2020,"MA",798300,6,3,40,46513114,8
6,2020,"MG",3326604,21,5,43,5877899,14
6,2020,"MK",2178,6,1,7,3544,2
6,2020,"MN",15,1,1,10,74189,6
6,2020,"MO",6004,1,1,2,791140,2
6,2020,"MW",226398,1,1,10,406974,4
6,2020,"MX",4747991446,1731,347,10145,21108562918,1826
6,2020,"MY",4790,18,9,175,4319647,36
6,2020,"MZ",1686884,30,4,100,658391283,11
6,2020,"NA",2457,4,2,5,2489,4
6,2020,"NE",492,2,1,12,193054,4
6,2020,"NG",451994,13,7,61,3104649,25
6,2020,"NL",82138733,92,35,955,3512747244,255
6,2020,"NO",35987831,38,19,576,244481067,77
6,2020,"NP",727484,20,10,116,4967989,39
6,2020,"NZ",9979841,74,20,658,144657041,117
6,2020,"PA",1715,4,2,58,30340294,14
6,2020,"PE",60551632,228,86,1077,4465835738,454
6,2020,"PG",69447,2,2,3,69588,3
6,2020,"PH",1317834243,105,42,251,2636297352,83
6,2020,"PK",446,4,4,19,3633044,9
6,2020,"PL",4717386,61,15,410,22936677,55
6,2020,"PR",1991687,2,2,42,6817104,13
6,2020,"PT",6603848,149,34,940,2722910242,138
6,2020,"PY",94193,8,4,29,1493818,14
6,2020,"RE",43,1,1,1,43,1
6,2020,"RO",799420,9,5,61,31765231,15
6,2020,"RS",20085,2,1,36,451607,7
6,2020,"RU",530760892,70,27,5325,1339714901,196
6,2020,"RW",563701822,14,4,48,568519011,6
6,2020,"SA",34258,1,1,2,34303,5
6,2020,"SE",6995663,19,13,402,2359484431,77
6,2020,"SG",1142677,25,6,142,97539601,34
6,2020,"SI",270070,3,1,26,470483,17
6,2020,"SN",43957,1,1,25,721851,5
6,2020,"SV",1497613,4,2,141,1066296641,21
6,2020,"SZ",306072,2,2,2,306072,1
6,2020,"TG",1444,1,1,10,13084349,9
6,2020,"TH",1438,6,3,82,231758946,20
6,2020,"TR",2853300,20,13,228,608228202,82
6,2020,"TW",11563375,87,30,506,1294542304,87
6,2020,"TZ",1224114,9,3,46,4005275,10
6,2020,"UA",32448800,334,13,438,39865992,29
6,2020,"UG",548037,23,4,40,784934,4
6,2020,"UM",424,1,1,4,30251,2
6,2020,"US",7899119210,3138,434,15365,39795276061,2646
6,2020,"UY",28318,18,6,91,536056486,13
6,2020,"VE",1812901,119,8,506,53076755,28
6,2020,"VN",7361,11,6,159,373138692,33
6,2020,"VU",203,6,1,6,203,1
6,2020,"WS",7539,1,1,1,7539,1
6,2020,"ZA",84584220,283,54,1259,2390733735,239
6,2020,"ZW",2084,7,1,94,1211149,9
5,2020,"AD",44572,2,1,13,270786,2
5,2020,"AE",644,3,1,5,776,3
5,2020,"AL",69320,3,1,8,70766,2
5,2020,"AM",11411,4,2,14,25811,3
5,2020,"AQ",1724,4,1,10,15427180,1
5,2020,"AR",232707573,312,87,1071,3226093354,169
5,2020,"AT",1582307,27,10,142,268904108,26
5,2020,"AU",258293949,344,63,918,3393010071,244
5,2020,"BD",1066002,20,4,41,1076965,11
5,2020,"BE",49797768,114,36,836,391211783,112
5,2020,"BJ",2128268085,75,23,589,2830229135,78
5,2020,"BM",13,2,1,2,13,1
5,2020,"BO",17690801,33,12,112,34138099,29
5,2020,"BR",3743683026,1671,192,7461,10444530781,850
5,2020,"CA",236007504,283,89,2542,4335158977,277
5,2020,"CD",109688,4,2,8,767494,2
5,2020,"CH",596389322,53,20,194,1252304729,67
5,2020,"CI",4063817,32,7,44,27237858,9
5,2020,"CL",615632389,191,60,687,2900031707,315
5,2020,"CM",112225,1,1,14,179115,5
5,2020,"CN",4843408460,2709,199,8415,12247356105,776
5,2020,"CO",2994183980,883,293,4470,6138118858,1043
5,2020,"CR",4418501,67,21,249,327317018,93
5,2020,"CU",2245199,24,7,79,28210262,10
5,2020,"CZ",28208091,33,6,217,73698010,35
5,2020,"DE",675168128,304,83,2619,6559164077,227
5,2020,"DK",72905561,85,28,418,458888941,71
5,2020,"DO",8600719,9,6,50,11455626,8
5,2020,"DZ",2011,6,3,37,212677,9
5,2020,"EC",9569753,63,29,1991,5061074667,297
5,2020,"EE",328926,1,1,94,3923502034,10
5,2020,"EG",73953,5,3,80,2371962,15
5,2020,"ES",1639845295,1258,241,4684,7547264081,527
5,2020,"ET",25600891,24,4,105,2184499500,17
5,2020,"FI",28095841,12,7,65,255753084,20
5,2020,"FJ",242,2,1,7,7751,2
5,2020,"FK",273,1,1,1,273,1
5,2020,"FR",794343374,294,64,8149,3269542607,241
5,2020,"GA",10178174,15,2,31,20241553,3
5,2020,"GB",436415884,641,139,4824,6561667007,531
5,2020,"GF",4835,2,1,6,10941,4
5,2020,"GG",31370,1,1,1,31370,1
5,2020,"GH",535916,25,4,50,24137700,7
5,2020,"GR",300893,14,10,148,28848842,25
5,2020,"GT",12329219,49,23,596,21254856,67
5,2020,"HK",16581,18,8,616,580904894,21
5,2020,"HN",2544499,4,3,35,4906760,22
5,2020,"HT",112930,1,1,1,112930,2
5,2020,"HU",6717,1,1,24,256237,12
5,2020,"ID",5856097,87,26,858,68127036,96
5,2020,"IE",9177822,16,5,100,18982276,17
5,2020,"IL",15994545,25,7,62,26591658,18
5,2020,"IN",74048410,276,65,1680,1992763281,272
5,2020,"IQ",761,1,1,12,12115190,3
5,2020,"IR",1304148106,16,8,199,1312662941,31
5,2020,"IT",130137728,450,39,1131,788680482,180
5,2020,"JO",1522,3,1,18,124631,3
5,2020,"JP",1650509546,310,98,552,2012642921,150
5,2020,"KE",330463,13,8,107,50006466,25
5,2020,"KH",42878,2,1,6,68685,4
5,2020,"KN",4422,1,1,1,4422,1
5,2020,"KR",5808628,55,21,474,107961263,52
5,2020,"KW",212481,3,1,45,523467,2
5,2020,"KZ",138076,5,1,10,178006,6
5,2020,"LB",311,2,2,7,1751387,1
5,2020,"LK",667,2,2,16,19449060,10
5,2020,"LT",1046111,1,1,71,161249108,5
5,2020,"LU",9780,9,5,31,234175,7
5,2020,"LV",483430,6,1,9,575731,2
5,2020,"MA",11702940,9,6,34,45714814,7
5,2020,"MG",2526594,12,2,22,2551295,9
5,2020,"MK",1366,1,1,1,1366,1
5,2020,"MM",916,2,1,27,47976,2
5,2020,"MN",549,1,1,9,74174,6
5,2020,"MU",62332,3,2,12,66671,3
5,2020,"MW",106297,5,2,9,180576,2
5,2020,"MX",5111868796,1862,393,8414,16360571472,1612
5,2020,"MY",2872941,60,15,157,4314857,28
5,2020,"MZ",27596,19,3,70,656704399,11
5,2020,"NG",30020,5,4,48,2652655,22
5,2020,"NL",273823130,148,40,863,3430608511,230
5,2020,"NO",62047677,179,28,538,208493236,67
5,2020,"NP",2373793,39,15,96,4240505,28
5,2020,"NZ",7231350,147,27,584,134677200,104
5,2020,"PA",287610,15,4,54,30338579,13
5,2020,"PE",1368694224,515,148,849,4405284106,397
5,2020,"PG",141,1,1,1,141,2
5,2020,"PH",789151,16,8,146,1318463109,47
5,2020,"PL",1062695,26,13,349,18219291,44
5,2020,"PR",435565,4,2,40,4825417,12
5,2020,"PS",27461,8,3,15,31034,5
5,2020,"PT",2546800846,169,61,791,2716306394,114
5,2020,"PY",1129,1,1,21,1399625,10
5,2020,"RO",21085619,34,3,52,30965811,10
5,2020,"RS",4765,4,4,34,431522,6
5,2020,"RU",476234547,183,46,5255,808954009,179
5,2020,"RW",3824069,5,2,34,4817189,4
5,2020,"SE",144237858,115,25,383,2352488768,65
5,2020,"SG",548162,5,3,117,96396924,30
5,2020,"SI",1279,3,2,23,200413,16
5,2020,"SK",5778,1,1,15,8075971,4
5,2020,"SN",25,1,1,24,677894,4
5,2020,"SV",1048694170,73,16,137,1064799028,6
5,2020,"TG",80141,3,2,9,13082905,9
5,2020,"TH",181290646,9,5,76,231757508,17
5,2020,"TR",30109321,53,12,208,605374902,75
5,2020,"TT",117118,4,2,5,141393,5
5,2020,"TW",53229187,112,39,419,1282978929,63
5,2020,"TZ",139356,2,1,37,2781161,10
5,2020,"UA",423057,22,11,104,7417192,17
5,2020,"UG",20052,2,1,17,236897,3
5,2020,"UM",29827,3,1,3,29827,1
5,2020,"US",9273628594,2558,471,12227,31896156851,2370
5,2020,"UY",511867990,23,5,73,536028168,10
5,2020,"UZ",11577,8,2,25,361361,4
5,2020,"VE",1416148,38,8,387,51263854,22
5,2020,"VN",7055108,25,15,148,373131331,31
5,2020,"ZA",244820591,152,49,976,2306149515,211
5,2020,"ZM",914,2,1,3,66587,2
4,2020,"AE",132,2,1,2,132,1
4,2020,"AO",171123,5,1,7,171521,3
4,2020,"AQ",6473826,2,1,6,15425456,1
4,2020,"AR",2931844472,419,100,759,2993385781,136
4,2020,"AT",261594687,33,12,115,267321801,23
4,2020,"AU",1968478671,226,58,574,3134716122,207
4,2020,"BD",93,2,2,21,10963,8
4,2020,"BE",57690184,165,32,722,341414015,98
4,2020,"BF",3229,2,1,5,3605,1
4,2020,"BG",1966,1,1,7,409464,4
4,2020,"BI",608,3,1,3,608,1
4,2020,"BJ",18505797,288,36,514,701961050,66
4,2020,"BO",678808,17,5,79,16447298,24
4,2020,"BR",566225768,1848,196,5790,6700847755,668
4,2020,"BY",51474,2,2,7,207430,6
4,2020,"BZ",561852542,1,1,1,561852542,1
4,2020,"CA",500374042,436,66,2259,4099151473,229
4,2020,"CH",7953198,29,17,141,655915407,59
4,2020,"CI",23173602,6,2,12,23174041,5
4,2020,"CL",41179019,148,48,496,2284399318,246
4,2020,"CM",42829,1,1,13,66890,4
4,2020,"CN",2923673825,1262,241,5706,7403947645,620
4,2020,"CO",1462310112,1003,258,3587,3143934878,870
4,2020,"CR",3477146,41,19,182,322898517,83
4,2020,"CU",1120757,7,4,55,25965063,7
4,2020,"CZ",183113,10,5,184,45489919,26
4,2020,"DE",1761474777,184,58,2315,5883995949,182
4,2020,"DK",89237777,111,21,333,385983380,65
4,2020,"DO",484296,25,7,41,2854907,7
4,2020,"DZ",3850,7,4,31,210666,8
4,2020,"EC",37727756,139,27,1928,5051504914,271
4,2020,"EE",155889454,15,7,93,3923173108,8
4,2020,"EG",2032197,12,5,75,2298009,11
4,2020,"ES",1623762224,872,195,3426,5907418786,474
4,2020,"ET",2157848168,52,5,81,2158898609,13
4,2020,"FI",44017969,24,8,53,227657243,19
4,2020,"FJ",6234,3,1,5,7509,2
4,2020,"FR",1269747819,232,87,7855,2475199233,209
4,2020,"GA",2114654,10,2,16,10063379,2
4,2020,"GB",1987212787,417,148,4183,6125251123,434
4,2020,"GH",42935,3,1,25,23601784,3
4,2020,"GR",11480681,60,12,134,28547949,21
4,2020,"GT",3717534,157,35,547,8925637,53
4,2020,"HK",117427,21,6,598,580888313,18
4,2020,"HN",1164,6,4,31,2362261,14
4,2020,"HU",8060,2,1,23,249520,8
4,2020,"ID",19835303,166,30,771,62270939,80
4,2020,"IE",1381935,14,7,84,9804454,11
4,2020,"IL",8196706,18,4,37,10597113,13
4,2020,"IN",85115002,199,55,1404,1918714871,222
4,2020,"IQ",50681,6,2,11,12114429,2
4,2020,"IR",4458396,44,14,183,8514835,28
4,2020,"IS",3357,2,2,6,323805,5
4,2020,"IT",556116893,310,41,681,658542754,158
4,2020,"JO",4679,6,2,15,123109,3
4,2020,"JP",30595194,57,19,242,362133375,136
4,2020,"KE",57470,23,6,94,49676003,19
4,2020,"KH",21439,1,1,4,25807,2
4,2020,"KR",15112290,32,12,419,102152635,42
4,2020,"KW",28214,1,1,42,310986,2
4,2020,"KZ",20,1,1,5,39930,5
4,2020,"LB",1751076,5,3,5,1751076,1
4,2020,"LK",18156690,6,3,14,19448393,9
4,2020,"LT",38788,2,1,70,160202997,3
4,2020,"LU",150839,8,3,22,224395,7
4,2020,"MA",148,1,1,25,34011874,6
4,2020,"MG",63,1,1,10,24701,8
4,2020,"MN",212,1,1,8,73625,6
4,2020,"MO",785136,1,1,1,785136,1
4,2020,"MX",663995362,1150,303,6552,11248702676,1410
4,2020,"MY",196580,8,5,97,1441916,26
4,2020,"MZ",780058,12,5,51,656676803,11
4,2020,"NE",1931,1,1,10,192562,3
4,2020,"NG",2009723,21,3,43,2622635,17
4,2020,"NL",2776395949,245,60,715,3156785381,216
4,2020,"NO",28211950,156,23,359,146445559,62
4,2020,"NP",1333748,21,8,57,1866712,20
4,2020,"NZ",79551061,267,28,437,127445850,80
4,2020,"OM",603449,4,1,5,603655,2
4,2020,"PA",1392,4,3,39,30050969,9
4,2020,"PE",1928308,151,43,334,3036589882,310
4,2020,"PH",3329883,47,10,130,1317673958,39
4,2020,"PK",588132,1,1,15,3632598,8
4,2020,"PL",10671039,174,16,323,17156596,40
4,2020,"PR",1116308,14,6,36,4389852,12
4,2020,"PT",89615652,170,56,622,169505548,94
4,2020,"PY",818781,4,3,20,1398496,9
4,2020,"RO",4550876,5,4,18,9880192,7
4,2020,"RS",6889,17,4,30,426757,5
4,2020,"RU",31831822,116,35,5072,332719462,155
4,2020,"SC",151470,2,1,3,152428,1
4,2020,"SE",214917893,72,21,268,2208250910,61
4,2020,"SG",286338,32,7,112,95848762,26
4,2020,"SK",6894653,1,1,14,8070193,3
4,2020,"SN",578,2,2,23,677869,3
4,2020,"SV",15206193,56,14,64,16104858,4
4,2020,"SY",2,1,1,1,2,1
4,2020,"TH",1529841,12,6,67,50466862,13
4,2020,"TR",570382155,54,12,155,575265581,67
4,2020,"TW",3073809,72,31,307,1229749742,45
4,2020,"TZ",404,4,1,35,2641805,7
4,2020,"UA",2506104,18,9,82,6994135,12
4,2020,"US",5981680094,4202,581,9669,22622528257,2065
4,2020,"UY",23091566,46,14,50,24160178,6
4,2020,"UZ",348785,13,1,17,349784,3
4,2020,"VE",3415696,158,9,349,49847706,17
4,2020,"VN",9973543,44,16,123,366076223,25
4,2020,"ZA",46093734,111,52,824,2061328924,187
4,2020,"ZM",65673,1,1,1,65673,1
4,2020,"ZW",15872,14,4,87,1209065,7
3,2020,"AL",1415,3,1,5,1446,1
3,2020,"AO",397,1,1,2,398,2
3,2020,"AR",28114742,102,30,340,61541309,103
3,2020,"AT",793178,27,12,82,5727114,21
3,2020,"AU",255000694,116,56,348,1166237451,166
3,2020,"AZ",51,3,1,3,51,1
3,2020,"BD",6956,16,5,19,10870,5
3,2020,"BE",71340291,123,42,557,283723831,85
3,2020,"BG",407424,3,2,6,407498,3
3,2020,"BJ",594137550,105,30,226,683455253,60
3,2020,"BO",2964,13,4,62,15768490,18
3,2020,"BR",1299731719,1710,239,3942,6134621987,494
3,2020,"BT",1544,2,1,2,1544,2
3,2020,"CA",2396434431,738,84,1823,3598777431,190
3,2020,"CD",657806,4,1,4,657806,1
3,2020,"CH",82899860,23,9,112,647962209,54
3,2020,"CL",1251818435,145,32,348,2243220299,176
3,2020,"CM",1114,2,2,12,24061,3
3,2020,"CN",1467589117,861,172,4444,4480273820,473
3,2020,"CO",1037892763,1133,258,2584,1681624766,700
3,2020,"CR",309411782,37,13,141,319421371,64
3,2020,"CU",18016315,4,2,48,24844306,6
3,2020,"CV",2629628,1,1,2,2630003,2
3,2020,"CZ",32641,11,5,174,45306806,24
3,2020,"DE",2905417838,855,58,2131,4122521172,147
3,2020,"DK",6940775,91,12,222,296745603,48
3,2020,"DO",471080,5,3,16,2370611,7
3,2020,"DZ",169689,8,5,24,206816,6
3,2020,"EC",17911378,112,26,1789,5013777158,138
3,2020,"EE",1073619822,17,7,78,3767283654,6
3,2020,"EG",93273,15,5,63,265812,7
3,2020,"ES",1150609884,809,178,2554,4283656562,439
3,2020,"ET",488260,20,2,29,1050441,8
3,2020,"FI",183284595,7,4,29,183639274,18
3,2020,"FJ",1220,1,1,2,1275,2
3,2020,"FR",671602331,7141,95,7623,1205451414,184
3,2020,"GA",7948345,4,1,6,7948725,2
3,2020,"GB",1631664601,845,277,3766,4138038336,374
3,2020,"GE",2347,3,1,5,51883,4
3,2020,"GH",2432500,7,4,22,23558849,3
3,2020,"GR",1461750,12,7,74,17067268,17
3,2020,"GT",1576514,259,11,390,5208103,43
3,2020,"GY",3705,2,1,2,3705,1
3,2020,"HK",646384,24,3,577,580770886,14
3,2020,"HN",2314837,12,6,25,2361097,10
3,2020,"HR",1697,2,1,5,277895,6
3,2020,"HU",234710,3,2,21,241460,7
3,2020,"ID",21139135,95,27,605,42435636,68
3,2020,"IE",494477,15,6,70,8422519,10
3,2020,"IL",893538,9,3,19,2400407,11
3,2020,"IN",44291659,310,61,1205,1833599869,165
3,2020,"IR",37386,23,7,139,4056439,19
3,2020,"IS",317428,2,2,4,320448,3
3,2020,"IT",37645768,155,33,371,102425861,147
3,2020,"JO",68124,8,1,9,118430,2
3,2020,"JP",285812736,61,15,185,331538181,120
3,2020,"KE",45681365,35,8,71,49618533,14
3,2020,"KH",4164,2,1,3,4368,2
3,2020,"KR",11035961,87,19,387,87040345,32
3,2020,"KW",3114,3,1,41,282772,2
3,2020,"KY",65,3,1,3,65,1
3,2020,"KZ",121,1,1,4,39910,5
3,2020,"LK",909779,3,2,8,1291703,8
3,2020,"LT",332877,9,2,68,160164209,3
3,2020,"LU",11767,4,1,14,73556,6
3,2020,"MA",33519409,7,3,24,34011726,4
3,2020,"ME",11268,3,1,7,38308,2
3,2020,"MG",2143,1,1,9,24638,5
3,2020,"MM",27218,1,1,25,47060,2
3,2020,"MN",1264,1,1,7,73413,5
3,2020,"MU",126,1,1,9,4339,2
3,2020,"MX",2636764240,1819,501,5402,10584707314,1196
3,2020,"MY",473082,70,31,89,1245336,22
3,2020,"MZ",570084420,5,2,39,655896745,10
3,2020,"NA",32,1,1,1,32,1
3,2020,"NC",1992,2,1,2,1992,2
3,2020,"NE",20545,5,2,9,190631,2
3,2020,"NG",388600,16,4,22,612912,10
3,2020,"NI",911736,6,2,12,912887,4
3,2020,"NL",253107220,224,58,470,380389432,198
3,2020,"NO",25510739,82,19,203,118233609,53
3,2020,"NP",96078,5,3,36,532964,17
3,2020,"NZ",26564449,92,34,170,47894789,64
3,2020,"OM",206,1,1,1,206,1
3,2020,"PA",4321,5,3,35,30049577,7
3,2020,"PE",861028667,74,29,183,3034661574,246
3,2020,"PH",123137,14,8,83,1314344075,25
3,2020,"PK",611459,3,2,14,3044466,3
3,2020,"PL",4631886,77,16,149,6485557,35
3,2020,"PR",19506,18,3,22,3273544,10
3,2020,"PS",244,4,2,7,3573,4
3,2020,"PT",15835199,173,69,452,79889896,75
3,2020,"PY",579326,13,4,16,579715,8
3,2020,"RO",16438,2,2,13,5329316,6
3,2020,"RS",94146,10,5,13,419868,4
3,2020,"RU",16208632,137,40,4956,300887640,137
3,2020,"RW",162019,7,2,29,993120,3
3,2020,"SC",958,1,1,1,958,1
3,2020,"SE",1646076750,105,32,196,1993333017,56
3,2020,"SG",89820422,23,6,80,95562424,19
3,2020,"SI",50745,7,2,20,199134,15
3,2020,"SK",1166508,9,2,13,1175540,2
3,2020,"SN",677291,21,3,21,677291,2
3,2020,"SV",374830,1,1,8,898665,3
3,2020,"TG",25144,2,1,6,13002764,7
3,2020,"TH",30905,5,2,55,48937021,11
3,2020,"TN",101968641,9,3,27,106776976,2
3,2020,"TR",129826,22,9,101,4883426,60
3,2020,"TT",24275,1,1,1,24275,3
3,2020,"TW",1151286740,65,25,235,1226675933,34
3,2020,"TZ",2507833,11,6,31,2641401,7
3,2020,"UA",2564595,24,5,64,4488031,6
3,2020,"UG",199817,11,5,15,216845,2
3,2020,"US",3714890315,1512,441,5467,16640848163,1749
3,2020,"UY",256860,2,2,4,1068612,4
3,2020,"UZ",999,4,2,4,999,1
3,2020,"VE",4776905,168,8,191,46432010,14
3,2020,"VN",288566958,46,9,79,356102680,25
3,2020,"ZA",1417567405,304,66,713,2015235190,167
3,2020,"ZW",1192175,68,14,73,1193193,5
2,2020,"AD",226214,11,1,11,226214,1
2,2020,"AL",31,2,1,2,31,1
2,2020,"AM",14400,10,2,10,14400,1
2,2020,"AO",1,1,1,1,1,1
2,2020,"AR",24802407,183,28,238,33426567,75
2,2020,"AT",62644,16,8,55,4933936,14
2,2020,"AU",359358318,133,44,232,911236757,112
2,2020,"BA",1756,2,1,5,1912,2
2,2020,"BD",175,2,2,3,3914,3
2,2020,"BE",67589234,148,39,434,212383540,62
2,2020,"BF",376,3,1,3,376,1
2,2020,"BG",20,2,1,3,74,2
2,2020,"BJ",21871871,83,25,121,89317703,41
2,2020,"BN",1082104,1,1,1,1082104,1
2,2020,"BO",15168113,24,7,49,15765526,8
2,2020,"BR",1296342063,1414,186,2232,4834890268,306
2,2020,"BW",43,1,1,3,102927,3
2,2020,"BY",155857,4,3,5,155956,3
2,2020,"CA",832458608,726,127,1085,1202343000,129
2,2020,"CH",545177689,49,17,89,565062349,44
2,2020,"CL",5123275,66,26,203,991401864,123
2,2020,"CM",6162,8,3,10,22947,3
2,2020,"CN",2790102817,2418,165,3583,3012684703,339
2,2020,"CO",406672894,828,186,1451,643732003,447
2,2020,"CR",9779230,94,18,104,10009589,45
2,2020,"CU",1113040,22,8,44,6827991,3
2,2020,"CV",375,1,1,1,375,1
2,2020,"CZ",42968369,33,10,163,45274165,15
2,2020,"DE",135764530,347,59,1276,1217103334,96
2,2020,"DK",287876893,43,16,131,289804828,39
2,2020,"DO",1898824,4,2,11,1899531,6
2,2020,"DZ",13507,2,2,16,37127,6
2,2020,"EC",4209934471,424,71,1677,4995865780,42
2,2020,"EE",1091453881,43,8,61,2693663832,3
2,2020,"EG",67400,23,3,48,172539,6
2,2020,"ES",2856464857,1051,227,1745,3133046678,370
2,2020,"ET",12220,6,2,9,562181,7
2,2020,"FI",250656,13,6,22,354679,12
2,2020,"FJ",55,1,1,1,55,1
2,2020,"FR",246531326,237,67,482,533849083,132
2,2020,"GA",380,2,1,2,380,1
2,2020,"GB",609842638,1248,252,2921,2506373735,264
2,2020,"GE",49498,1,1,2,49536,4
2,2020,"GF",2495,2,2,4,6106,2
2,2020,"GH",21126349,15,6,15,21126349,1
2,2020,"GR",12858787,41,7,62,15605518,15
2,2020,"GT",3206651,110,13,131,3631589,22
2,2020,"HK",555396116,68,10,553,580124502,6
2,2020,"HN",40356,3,2,13,46260,8
2,2020,"HR",87249,1,1,3,276198,3
2,2020,"HU",6621,12,3,18,6750,5
2,2020,"ID",1699213,333,24,510,21296501,54
2,2020,"IE",653887,33,8,55,7928042,8
2,2020,"IL",76245,4,3,10,1506869,8
2,2020,"IN",1707504013,558,83,895,1789308210,110
2,2020,"IO",610,2,1,2,610,1
2,2020,"IQ",12063748,5,1,5,12063748,1
2,2020,"IR",1640322,36,9,116,4019053,16
2,2020,"IT",62859935,125,26,216,64780093,118
2,2020,"JP",22755162,54,21,124,45725445,108
2,2020,"KE",501925,11,8,36,3937168,11
2,2020,"KG",100,3,1,3,100,2
2,2020,"KP",158876,5,1,5,158876,1
2,2020,"KR",2154904,32,13,300,76004384,21
2,2020,"KW",276369,36,1,38,279658,2
2,2020,"KZ",2142,1,1,3,39789,4
2,2020,"LK",367249,4,2,5,381924,7
2,2020,"LT",267832,5,1,59,159831332,2
2,2020,"LU",45209,2,1,10,61789,5
2,2020,"LV",54918,1,1,3,92301,2
2,2020,"MA",389054,14,5,17,492317,3
2,2020,"ME",456,2,1,4,27040,2
2,2020,"MG",17866,5,2,8,22495,5
2,2020,"MM",19842,24,1,24,19842,1
2,2020,"MN",70883,4,2,6,72149,4
2,2020,"MU",916,6,2,8,4213,1
2,2020,"MX",3108305494,2584,492,3583,7947943074,932
2,2020,"MY",724678,14,4,19,772254,19
2,2020,"MZ",17784339,19,4,34,85812325,7
2,2020,"NE",170086,4,1,4,170086,1
2,2020,"NG",207070,3,1,6,224312,8
2,2020,"NL",117793342,152,37,246,127282212,175
2,2020,"NO",27599786,50,25,121,92722870,42
2,2020,"NP",410401,19,10,31,436886,10
